zi	pc	gc
TXNL1	-1.47025526281453	0	2.202608107571e-06
RPL24	1.26144221646401	0.324897959183673	0.32581752544713
RPL13A	1.67224623832593	0.155376243197598	0.15680840739733
HIP1R	2.44429582383826	0.407407407407407	0.408196327658059
CCAR1	-0.192391502582694	0.17687074829932	0.176957397612985
CCT7	1.52995505960636	0.425925925925926	0.426212876200743
NDUFS6	0.136986043401939	0.0768	0.0771648216392513
HLA-DRA	0.600624975130373	0.5	0.500154250267611
MRPL22	1.0842929462766	1.11022302462516e-16	0.000617098374975145
COPZ2	1.18800847747689	0.399524375743163	0.399699285621239
COX7C	0.763762615825973	1.11022302462516e-16	0.000407141739006578
NOP10	0	0.444444444444444	0.447739448070004
MRPS23	0.359442365959644	0.0434567901234567	0.0438594893234598
RPLP0	1.22036181427782	0.292715526843395	0.293663204878235
ZAP70	3.10816702337225	0.267089180624717	0.269759318928514
PJA2	0.722779052107748	0.0831758034026465	0.0846492771132886
COL1A2	1.93931253473499	0.4609375	0.461353945848904
PSMA7	0.892381020386556	0.151935719503287	0.152840317796012
RPS7	1.91872865144308	0.385373961218837	0.386741730487025
MRPL9	0.84267608617095	0	0.000643333231923893
NDUFA8	0.473224513570336	1.11022302462516e-16	0.000515845000726545
PSMA5	1.03557109815632	0.144641683103222	0.145669226642292
SERPIND1	-0.462115890749281	0.444444444444444	0.444507172973922
GTF3C1	-0.189437458853304	0.804733727810651	0.804739732720268
SERPINC1	-0.569208985595448	0.666666666666667	0.666685847672517
MRPL35	0.359442365959644	0	0.000367321327308545
RPS19	2.00088945581547	0.251023913330691	0.252597366246216
RPL35A	1.13820100990543	0.298224852071006	0.299144910012454
RAC2	1.63257855926721	0.35	0.350063830430161
SEC61G	0.803758173299228	0	0.000430623794594243
CDK8	1.64926110813162	0.606781677572873	0.607947778213702
MRPL15	0.782271871144537	0	0.000576929266867143
SFXN1	0.141291620935353	1.11022302462516e-16	7.46354090085388e-05
PSMF1	-0.969089990620357	0.705882352941176	0.70596762570571
CHMP2B	0.299235341907591	0.583333333333333	0.584060554692836
HNRNPA2B1	2.2480107784998	0.236394557823129	0.237572873343355
EIF3H	0.316592966181588	0.196675900277008	0.197011644619838
TYROBP	1.78885438199983	0.5	0.500418315332887
MRPL45	0.117825505853991	0	0.000480941412016045
MRPS25	-0.486216644410141	0.119140625	0.119385886662523
NDUFAF1	-1.32004732732778	0.152777777777778	0.152878113467638
SRRM2	1.25377281213286	0.195752539242844	0.196457418919088
EIF3I	0.398753770553972	0.407986111111111	0.408311275300038
CSF2RB	0.645832996807802	0.364197530864198	0.36455741057969
PRKCQ	-0.128851476622915	0.773333333333333	0.773347904074196
MRPL2	0.721867656118124	0	0.000573647916021547
GABARAPL2	0.311506032349617	0.808673469387755	0.808694822145983
SF3B5	1.52492862114202	0.21585798816568	0.216651422031964
DDOST	0.743160535617538	0.609375	0.614302084712472
WDR75	0.705086199651771	0.0688775510204083	0.0693722831558483
MAP4K1	0.929948461411392	0.265	0.266013299014728
CAB39	-0.189437458853304	0.740740740740741	0.740748106062141
SP1	5.54319992415008	0.561925365062196	0.563258481924314
RPL10A	1.22036181427782	0.154797097554421	0.155908100731858
RPS21	1.79548744488451	0.149238227146814	0.150800156395687
GNL2	1.15470053837925	0.5	0.501032323827536
GAK	2.56760755992171	0.526077097505669	0.526780986455746
MRPL14	0.963484516223777	0.0997229916897507	0.10013266623782
SREK1	0.912992807108885	0.685185185185185	0.685359600318786
CALCOCO2	1.35396491349376	0.708571428571429	0.708596830049403
MRPL54	0.963484516223777	1.11022302462516e-16	0.000689746930492952
RPS26	1.63116583613974	0.134100376909343	0.135528736358327
YWHAB	8.97187037547609	0.680650037792895	0.681439436117543
SMARCC1	1.90518004647486	0.361474435196195	0.36172903663054
NDUFS3	0.809462983738732	0.1171875	0.11771534202658
CHD4	1.0232358337051	0.3601108033241	0.360220034074847
CD3E	0.172307222468485	0.314049586776859	0.314123065044007
MRPS14	1.0842929462766	0.0344721452754694	0.0350995604382727
EMC4	1.10940039245046	0	0.000738363040343248
NDUFS7	0.809462983738732	0.119140625	0.119624641290498
RPL36AL	0.850638194602086	0.147635524798155	0.148457228068344
MMP2	2.76390211643333	0.727040816326531	0.727194848998352
SYK	4.14992372691875	0.507022222222222	0.509294942564082
CYC1	0	0.277777777777778	0.278031221492995
PRPF38A	0.711461194114525	0.208677685950413	0.208992384839864
FTSJ1	-0.897494951735476	0.673611111111111	0.673866120433423
POLR2G	1.88544170267927	0.644444444444444	0.64490648292612
PRKCB	2.21972190456392	0.75358024691358	0.75362859383367
PYCARD	1.11803398874989	0.73469387755102	0.775598159482763
HIST1H2BK	1.18357973322003	0.63267429760666	0.632793493532896
MAGT1	-0.285830975237515	0	0.000417500548923755
CD79A	0.172307222468485	0.485207100591716	0.485307266775268
WDR43	0.247398666544481	0.0768	0.07694262976809
SSR3	0.803758173299228	0.5625	0.562687857800926
RPL41	-0.569208985595448	0	1.81187267367378e-06
EMC6	1.10940039245046	0	0.000738363040343248
PCBP1	-0.0568135980781108	0.558367346938776	0.558523341494245
SDC2	0.458291868673795	0.8	0.800023286792559
RBM22	1.25377281213286	0	0.000834499090270446
LST1	1.15470053837925	0.444444444444444	0.445429936450721
ZNF337	0	0.5	0.500330200006334
THRAP3	-0.299680485449523	0.666666666666667	0.666679488752309
DOCK2	-0.42242314927127	0.48	0.480010199688601
DEF6	-0.275637312947093	0.48	0.480010856838761
VAV1	1.78229485522216	0.53375	0.534494873664912
PSMB4	0.677595903731912	0.11386593204775	0.114647358118685
COX4I1	0	0.244897959183674	0.245174593623937
MYH11	0.818797027002768	0.544378698224852	0.544869794998024
CD6	0	0.666666666666667	0.666970299035642
CD180	0	0	0
MYL9	-0.0861891607371334	0.592592592592593	0.593030655143104
TLR1	1.8140742500282	0	0.000429115559723803
CD8A	0.0776020676006212	0.34	0.340050810221291
CFI	0.435168910512146	0.375	0.375478783342324
THOC1	-0.237584137417554	0.18	0.180030665315684
FBLN5	0.866025403784439	0.72	0.76056778915736
SNRNP70	2.38358868300438	0.365182272292486	0.366280919240873
MRPL40	1.0842929462766	1.11022302462516e-16	0.000611723584516555
PRMT5	0.582263727320228	0.7552	0.755258410509988
SIT1	-0.301218551870832	0.32	0.320066780383988
TBPL1	-0.520166538641961	0.887573964497041	0.887583829900927
RAB5C	1.70442540733754	0.533203125	0.533717975435016
SNX3	-0.275637312947093	0.71875	0.718770336659104
DAD1	0.743160535617538	0.21875	0.21921052963984
POLR2A	5.97963652452482	0.724499314128944	0.725263846038596
HSPA5	1.35396491349376	0.646530612244898	0.646655415355323
GOSR2	1.07120989120809	0.2784	0.279070656111565
PEX11A	-0.408248290463863	0	0.000365225255047563
RPL36	0.973879401160663	0.198341836734694	0.199160411605021
COX6B1	0	0	0.000344215941372461
MYO15B	0	0.5	0.500247661131813
AIMP1	0.36177767412779	0.18	0.180038841700668
SRRM1	1.11819490762827	0.112264513648597	0.112670812167289
MRPL20	1.14469716130302	0.17939027462837	0.179827552730177
VPS72	1.40240116443595	0.63923182441701	0.639656288811914
U2SURP	0.937424368288829	0.0841209829867675	0.0846131135239659
SH2D2A	-0.111808242135106	0	0.00016506028119212
LCP1	0.93952883730613	0.556213017751479	0.556331974818586
IPO11	-0.960666294775329	0.5	0.500035804344353
RPL35	1.01495980334686	0.244182706118931	0.244967638716055
PSMA4	1.1071661370412	0.182034503271862	0.183069099982925
FBLIM1	0	0.666666666666667	0.668734603849627
ZMAT5	-0.192391502582694	0.3648	0.364879135135589
RPN2	0.743160535617538	0.583333333333333	0.584245453678675
CPB2	-0.191067147136722	0	0.000215222181529029
FCGR2A	0.267012377336348	0.165289256198347	0.165655963761684
EEF1A1	0.891718596788279	0.788242536164974	0.788589398181283
RPS24	1.67224623832593	0.132716049382716	0.13417618380404
CD8B	-0.395923706738696	0.375	0.375063143922437
IFIT3	1.15470053837925	0.444444444444444	-Inf
GPR65	0.152547165833808	1.11022302462516e-16	0.000400594690632139
RPSA	1.79548744488451	0.192636423405654	0.194174388165559
PDGFRA	0.267012377336348	0.506666666666667	0.506741859507584
RPL32	1.05604020553305	0.104462809917355	0.105434984193224
SEC11C	-0.866025403784439	0	9.84478292180846e-05
PCCA	0	0	0.000246140530973604
AP2B1	2.56760755992171	0.615451388888889	0.616332604869624
PTGER4	-0.0835874881281138	0	0.000217495596372852
SCAMP2	1.15470053837925	0.72	0.72020174159923
PTPRC	1.30876908088285	0.413265306122449	0.413537647762569
PSMD3	1.17876117592608	0.235537190082645	0.236542245799452
UBE3A	0.867010746362433	0.552227903579255	0.553068168174778
WDR82	0.429618562420897	0.629757785467128	0.629862225895166
SERP1	-0.592242864536273	0.444444444444444	0.444565844474956
POLR2I	2.47032667722863	0.654729109274564	0.655241015387193
MYBBP1A	-0.103167210788568	0.595155709342561	0.595476242528204
LRRC59	0.0310485943391336	0.244897959183674	0.244960943341813
NIPSNAP1	-0.275637312947093	0	9.39538260547046e-06
ITGB2	1.63257855926721	0.588757396449704	0.588818367543787
ARF4	0.720814132401706	0.413194444444445	0.413627078377048
MED6	1.64926110813162	0.20414201183432	0.205048294431265
COX5A	0.763762615825973	0.48	0.480416043630862
ARPC5	1.92615023191557	0.314049586776859	0.314137381069729
LSM6	1.6605065256466	0.256734693877551	0.257516819155521
LTB4R	0.211580829324288	0	0.000431585404237267
SIN3B	1.0232358337051	0.296296296296296	0.296346797744625
GINS2	-0.0578716656227086	0	8.97950705454065e-05
MMP7	0.290133371338306	0.727272727272727	0.727304730607232
PSMC4	0.963976059271437	0.21875	0.219582818968539
UTP14C	0.552523688616008	0	0.000506486621236979
ITGAM	0.311506032349617	0.545454545454545	0.545461953211785
GRB2	5.6534429507463	0.825487528344671	0.826650140587252
CD3G	-0.395923706738696	0	1.43701417781861e-05
HIST1H2AC	0.364740768850923	0.636363636363636	0.6364977306963
MRPS10	1.38631402140867	1.11022302462516e-16	0.000727289733507774
MALSU1	-0.970690255456333	0	7.31707954926275e-06
ACTR2	1.92615023191557	0.658730158730159	0.659172709707733
DAZAP2	0.582263727320228	0.763888888888889	0.763910241276412
TWISTNB	0.24776377394105	0	0.000101797396139469
CST3	1.13759291798904	0.448979591836735	0.449520778872642
CD3EAP	0.364740768850923	0.546712802768166	0.54674975720039
SPTLC2	-0.447213595499958	0.375	0.375256772319483
MCM5	1.21530497807688	0.414266117969822	0.414537637415434
SEC23A	1.53840423628327	0.137174211248285	0.138009645648705
ST14	0.0799815964758371	0.32	0.320029469844152
PSMC3	0.892381020386556	0.22879684418146	0.229655166564253
NDUFA11	0.585304003626468	1.11022302462516e-16	0.000533760683694928
MED15	0.691184115855988	0.543367346938776	0.544584361479207
HDHD2	1.78885438199983	0.59375	0.594929508161355
MS4A1	-0.490628861606559	0	1.85153670906324e-05
YWHAZ	7.35722617591014	0.632161458333333	0.632891077936363
EPCAM	-0.585334016474423	0.5	0.500006071559594
RNF14	0.36177767412779	0.42603550295858	0.426117571119893
IMP4	0.247398666544481	0.0768	0.077159481017429
UBE2Z	2.669906924546	0.300488365412238	0.30329841878933
NCK2	2.21972190456392	0.63875	0.638963215166738
UTP15	0.247398666544481	0	0.000208673007925597
PHF20	-1.22474487139159	0.5	0.500036089409733
SLC25A4	0.141291620935353	0.583333333333333	0.58335399338507
RPL38	1.05604020553305	0.217178971559897	0.2180675947073
GJA1	1.0454352139705	0.142011834319527	0.142196281741224
PROC	1.63299316185545	0.66	0.661000624517024
APOOL	0	0.444444444444444	0.446102735366223
ARCN1	1.42160565001448	0.424242424242424	0.424816159492211
PIK3R1	5.85461651454029	0.722887502108281	0.724640056406135
KDR	1.30876908088285	0.647187728268809	0.647718630664131
SOD3	0	0	-Inf
ISG20L2	-0.711659994885488	0.444444444444444	0.461806379443091
RNF19B	0.362199816471035	0	0.000305038479853748
LTBP1	-0.42242314927127	0.625	0.625055537908245
ATP5F1A	-0.0791944322570854	0.53125	0.531262552722368
CEP95	-1.00585892961019	0	1.87252129246751e-07
BUB3	-0.454098195518187	0.818181818181818	0.818492404677045
CHCHD3	-0.536665852888486	0.75	0.750797336175556
WAS	1.63257855926721	0.577777777777778	0.578083808232013
ADAM9	-0.128851476622915	0.691358024691358	0.691362147129276
COL14A1	-0.809319404259485	0.5	0.500019202170966
MRPS12	1.38631402140867	0.08935546875	0.0900478559902568
PNISR	-0.520166538641961	0	1.66329195305792e-07
ARIH1	-1.03906030596275	0.444444444444444	0.444488258434549
EIF1	-0.792577892845601	0.21875	0.218756958464183
NUDT21	-0.0568135980781108	0.579985390796202	0.580230607971433
PTPN22	-0.206513397002969	0.277777777777778	0.277811002491386
EDNRB	0.50674914677669	0.090702947845805	0.0913861879628481
EMC3	1.10940039245046	0	0.000738363040343248
HEXA	0	0.625	-Inf
SF3A2	1.20858017729799	0.167933884297521	0.168683193915675
KMT2A	0.692506753916447	0.688090737240076	0.688103525115329
RHEB	-0.45422477526202	0.78125	0.784136732372327
TMED2	2.58959151270243	0.27125	0.272449240398612
SOCS1	0.645832996807802	0.382716049382716	0.383017434131777
MMGT1	-1.66410058867569	0	7.10766567486587e-05
SRSF11	0.440305385105359	0.157407407407407	0.157599772008127
SEC23B	-1.03116466163022	0	1.64921163505749e-05
POLR2E	4.22498160087673	0.640982923781758	0.64203177547704
PARP1	1.13347886030132	0.681359044995409	0.681416257177742
PAK2	1.92615023191557	0.704163623082542	0.704266997962923
RPL26	0.973879401160663	0.35827664399093	0.358898963504946
PLCG1	4.33933403665447	0.703930624941088	0.705116896773333
COPS6	4.52457308492163	0.702256944444444	0.702613544074775
DNAJB1	-0.569208985595448	0.5	0.500054262819934
CCNL2	-0.805029180247805	0	8.38573137262877e-06
NUP37	-0.373162041922137	0.296296296296296	0.296319639282484
PPP2R5C	1.34656564340878	0.580498866213152	0.580990026055175
MRPL27	1.26550559135584	0	0.000720722276573604
HNRNPA3	1.93166233465577	0.200876552227904	0.201961852497395
NOB1	-0.628256284100833	0.272189349112426	0.272218406858624
ITK	0.835243306543528	0.345	0.345389220036507
CRADD	-0.189437458853304	0.65625	0.656261962194386
CTNNBL1	0.801846463784247	0.164938271604938	0.165360453737826
EIF4A3	1.16338754246313	0.571609977324263	0.576257834150463
AXL	0.267012377336348	0.438775510204082	0.438959293544382
RGS19	-0.437789469070996	0.666666666666667	0.666744753311212
SNRNP27	-0.418354676756998	0.345679012345679	0.345706073081917
TOM1L1	0.429618562420897	0.790123456790123	0.790275595189817
EAPP	0	0.75	0.752172108189037
RPL34	0.768477390229702	0.154102457309454	0.154587614221943
IL7R	-0.0171030872672422	1.11022302462516e-16	0.000142220440209173
C9	0	0.444444444444444	0.444738271211077
SNRPD1	2.20281814366493	0.223676383105294	0.224777271543047
SDHAF2	-0.536665852888486	0.666666666666667	0.666812678021617
TBC1D8B	0.224684574336107	0	0.000226409219833523
CD5	0.361717532204211	0.417777777777778	0.417875811808349
TF	-0.120549686171834	0.72	0.720272638688498
SCAMP1	-0.577350269189626	0.73469387755102	0.736249961161627
MRPL46	0.782271871144537	0	0.000614505670074039
RPS27	1.67224623832593	0.215720221606648	0.217010300886102
SKAP2	-0.206513397002969	0.277777777777778	0.277842395548085
PBK	-0.569208985595448	0.625	0.62501210460919
NLRP1	-0.299680485449523	0.73469387755102	0.734705393896189
WDR60	0.518929999185535	0.21875	0.218915087728763
COL6A1	0.564996565237753	0.493827160493827	0.493946270226328
IGFBP6	-0.303939102369411	0	1.50457620601285e-05
CDC45	1.21530497807688	0.169421487603306	0.169796204276898
WDR3	0.705086199651771	1.11022302462516e-16	0.000434284753785708
MRPS33	0.238633935906818	0	0.000356725508992128
DHX9	1.52492862114202	0.443518666880308	0.444297209144561
MED31	0.691184115855988	0.815689981096408	0.816187341818741
CYBA	0	0.625	0.687848395147203
ARL1	1.25515740528026	0.578125	0.578351290608683
PRPF4B	-0.299680485449523	0.375	0.37501181364331
VRK3	-1.00585892961019	0	1.24259662082071e-06
RSL1D1	-1.00051903970206	0.5	0.500041512595262
SHANK3	0.00451715079194113	0.66	0.662147578675128
ASH2L	1.0232358337051	0.508264462809917	0.508404331212356
PNO1	-0.135291457866526	0.316326530612245	0.316449850386588
TGFBR2	0.692506753916447	0.751111111111111	0.751201297913317
PIK3CD	0.645832996807802	0.443213296398892	0.44343610213342
NDUFB3	-0.199252426766457	0.0867768595041322	0.0870612390480984
NOP58	0.0948361555087177	0.1472	0.147334506557014
MX1	-0.870388279778489	0.777777777777778	0.77790900935154
USO1	1.88879999508966	0.592627599243856	0.593133984896197
CNBP	-0.751497490659409	0.671875	0.671909431707706
RRAGC	0	0.48	0.481576887123212
TLE4	-0.0791944322570854	0	1.01145599298302e-05
LUC7L3	-0.520166538641961	0.666666666666667	0.666673674826021
MBP	1.63257855926721	0.696051423324151	0.696119022540227
AFTPH	-0.268562369997704	0	2.02637221189406e-05
TRAT1	-0.111808242135106	0	0.000135588314825297
LMOD1	-0.387851223317101	0	0.000350405771537221
PPIL1	1.52492862114202	0.150364203954214	0.151256203280667
WDR61	-0.103167210788568	0.462809917355372	0.462871802861294
AP2M1	2.3209840877548	0.590589507842077	0.59107526001788
PRIM1	0.752331653095212	0	0.000501351056361399
GABBR1	-0.301218551870832	0.32	0.320113370923058
RHOH	-0.128851476622915	0.32	0.320003214820035
ITGB7	0.458291868673795	0.197530864197531	0.197557930255899
PQBP1	-0.57107519042806	0.7734375	0.773556244765627
TSG101	1.14585240681687	0.806244260789715	0.807865949975323
RPS29	1.46684422739497	0.115702479338843	0.117033858388823
GCFC2	-0.644317850931303	0.314049586776859	0.314076957683142
EIF3A	0.35767336836778	0.262938726948245	0.263248869634056
PRMT1	1.24372188689754	0.769230769230769	0.769293305524913
SMIM14	-1.00585892961019	0	2.62519938343253e-07
SMARCB1	1.90518004647486	0.439125910509885	0.439298459338484
DTX3L	-0.647422043311761	0.375	0.437508104382985
UBE2E1	2.38144353603663	0.32	0.322184890609857
EIF1B	1.24372188689754	0.730528946272387	0.730725709672972
PTTG1	-0.791653737566446	0.8	0.840010761853289
EPHA3	0.456422687072075	0.346666666666667	0.346999379418626
UBE2D2	2.669906924546	0.325	0.327377731195076
LUM	0	0.444444444444444	0.445767397355998
NOV	-0.275637312947093	0.666666666666667	0.66667898405735
MTRF1L	-0.546620859436554	1.11022302462516e-16	0.000173120262437987
PSMC2	0.963976059271437	0.294784580498866	0.295570533622319
APOE	-0.761809314331514	0.78125	0.781324230739703
EIF3J	-0.546095479728448	0.53	0.530027865111963
TASP1	-0.520166538641961	0.5	0.500000402537045
CD74	-0.0600624975130372	0.693877551020408	0.694299053040017
NDUFA5	0.6973834936826	0.122788761706556	0.12325442722194
PSMB9	-1.47025526281453	0	4.4916090291558e-07
CD247	1.40347423575071	0.2176	0.217968178673936
CCT4	1.34656564340878	0.475308641975309	0.475699418965437
RTF1	0.715671753580541	1.11022302462516e-16	0.000240885768821308
NDUFB7	0.809462983738732	0	0.000585137757634024
LRPAP1	0.458291868673795	0.579881656804734	0.57991839686065
PELP1	0.472020700724009	0.5625	0.562600795134611
PURA	-0.189437458853304	0.612244897959184	0.632659420541714
COL6A3	-0.259593016460589	0.375	0.375043514479662
BRF2	0.802749780512666	0.666666666666667	0.666800752952176
ABCG8	0	0	0.000246140530973604
ELMO1	-0.301218551870832	0.489795918367347	0.489825177236578
ILF2	-0.189437458853304	0.5	0.500007050529343
COX7A2L	-2.29128784747792	0.375	0.375357632486522
ROCK2	-0.275637312947093	0.612244897959184	0.612249366031303
SERPINE2	0.290133371338306	0.408163265306122	0.408296488957867
CEP135	0.75186354132215	0.515555555555556	0.515568476349486
AAK1	1.58111367125409	0.165289256198347	0.166026032193028
NDUFB6	0.6973834936826	1.11022302462516e-16	0.000562281414807297
COPZ1	1.30480706374568	0.391111111111111	0.391405863174767
COPB2	1.77200140882086	0.533016061867936	0.53352227222211
BUD31	1.4345433514723	0.203433922996878	0.204120813249777
PIGG	-0.577350269189626	0	1.50241502572257e-08
PJA1	0.578547357853063	0.295138888888889	0.296131081292445
C6	0.180020574955774	0.625	0.62848641855012
H2AFZ	0.949625743400287	0.615555555555556	0.615801647256783
TMED7	-0.213574557748654	0.165289256198347	0.165355706214059
ADAM10	-0.301218551870832	0.5	0.500008191121603
LSM1	0.36177767412779	0.695	0.695012641857531
PPIH	1.34415808180258	0.132348414896891	0.133122734187493
NFAM1	-0.490628861606559	0	1.19225934086531e-05
DLGAP4	0.194237484053469	0.698224852071006	0.706183801655175
S100A8	0.0310485943391336	0.831024930747922	0.831038990350558
TCEA1	2.23637268740889	0.275390625	0.275934415956424
ATP6V0E1	0.821175682735253	1.11022302462516e-16	0.000459334785540721
PAICS	0.0310485943391336	0.40625	0.406274855875962
MRPS17	-0.244599784304488	0	0.000278684406203045
CD163	-0.275637312947093	0	1.82477767052269e-05
PTPN1	0.16472019602544	0.612244897959184	0.612361370707672
PEX12	-0.473432076473999	0.5	0.500466782718091
CHD7	-0.536665852888486	0	2.66433865151461e-05
SPTBN1	0.0179343597012623	0.638888888888889	0.638972502521732
CPSF7	-0.825088390270746	0.53125	0.531269483428367
NUP43	-0.192391502582694	0.357638888888889	0.357682501182455
UBE2L3	2.59779107741866	0.42431640625	0.42653338667406
CLIC4	-0.520166538641961	0.666666666666667	0.666672526942926
CXCR4	0.0935135023433272	0.604166666666667	0.604635512895703
CCAR2	0.912992807108885	0.376543209876543	0.376625568888983
ETFA	-0.577350269189626	0.444444444444444	0.469008094955259
KDELR2	0.720814132401706	0.185	0.185345648891709
INTS3	0	0.65625	0.657183839793791
DBT	1.09544511501033	0.612244897959184	0.612927158677016
NR3C1	4.88174176457277	0.559959520998482	0.560584819386735
NDUFS8	0.921542473794864	0	0.000700890871501714
PSME1	-0.324734640656426	0.331065759637188	0.331264968917367
SETD4	-0.0791944322570854	0.617283950617284	0.617305941776121
TPM4	1.4221211521627	0.66	0.660317323635683
RPP38	-0.217452262238911	0.545454545454545	0.546162852974269
GNB4	3.69456697526263	0.0512465373961218	0.054684919384054
IFNAR1	-0.0171030872672422	0.541666666666667	0.54182680579163
SEMA4D	-0.395923706738696	0.375	0.375003631832497
RPL17	1.17928141209162	0.157777777777778	0.158789921377529
BCKDHA	0.182574185835056	0.375	0.375168615187049
DDX21	0.130786779031177	0.648526077097506	0.648733390278617
PRICKLE1	-0.577350269189626	0.5	0.500103779164689
NDUFV1	0.809462983738732	0.119140625	0.119684733876744
TBL3	-0.820538910705863	0.27	0.270101461237963
COIL	2.01542307307107	0.595660749506903	0.595730816146894
SEC31B	-0.447171730286244	0.197530864197531	0.197614637973668
MC1R	0.0935135023433272	0.13265306122449	0.132932070296061
USP14	0.749190942616793	0.0587695133149678	0.0596750278516254
EHMT1	-0.431074501929733	0	0.000346235265013872
RELB	1.46420794008998	0.357638888888889	0.357740509217715
SETDB1	4.73545804066371	0.7255859375	0.72637276821336
AHCYL1	0	0.5	0.500692330943078
IQGAP1	0.36177767412779	0.615702479338843	0.615875247236335
COL6A2	-0.534456210360037	0.625	0.625015519945194
IDH3B	-0.189437458853304	0.32	0.32003457446238
PCMT1	0.251534647531572	0.556213017751479	0.556289167170241
MMP14	0.0152701774388581	0.816568047337278	0.816605509657277
SEC24D	1.07120989120809	0.225694444444445	0.226345773252388
NDUFV3	0.249065533458071	0.0739644970414202	0.0743174014349169
PEX11B	-0.408248290463863	0	0.000365225255047563
SEC13	0.837612718670501	0.596877869605142	0.59760546388248
SNAPIN	1.89021603703563	0.76530612244898	0.765519069548817
PHF1	-0.926863729958399	0.48	0.480294026704222
BCAS2	0.937424368288829	0.2184	0.218904090134293
HIF1A	1.0232358337051	0.641975308641975	-Inf
CCDC130	-0.409923512045742	0.625	0.625009461352204
SETD1A	-0.0791944322570854	0.277777777777778	0.27778074030993
CYBB	0	0.625	0.625416764399045
CCT5	2.08012330819909	0.527777777777778	0.528027904499564
CD63	1.92199992041719	0.58	0.580249130709757
BTK	1.21406392601498	0.698347107438017	0.698571612644531
F11	0.622079083700955	0	0.000273461136684583
APEX1	1.0232358337051	0.810657596371882	0.81071117944011
TNFRSF4	-0.0791944322570854	0.277777777777778	0.277791467558472
FABP4	-0.866025403784439	0.444444444444444	0.454183488707343
