markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank
RPS16	5.33101127204745e-05	2715.58095238095	1005.3359375	13.2732447387643	5732	51	89	0.203235595472172	5396	19474	0.230735380815599	2525.78450481638	4163632	0.05370846424831	2623.40973782772
MRPL16	4.83500352431523e-05	2085.81071428571	553.14453125	12.6941202272806	2575	42	53	0.209824608802936	1470	7906	0.0654723173168752	1980.03743252411	403725	0.380679245283019	1859.30696661829
BMS1	4.52740886372412e-05	2119.53452380952	579.22265625	12.2050736308226	808	23	25	0.236053455132634	1738	2216	-0.049058850476957	2020.3235214447	255830	0.185325443786982	503.653333333333
PSMB6	4.92632529797008e-05	2303.19047619048	708.34375	13.2208283391301	1365	30	34	0.238192816521659	3009	4062	0.0411959922807743	2182.93492682927	578382	0.123061205535432	883.355855855856
MRPS28	4.81997087733973e-05	2033.13333333333	517.6328125	10.3877860113214	2422	39	51	0.206859342840251	1177	7394	0.0617261829384751	1931.49509394872	378574	0.4078087375301	1662.1568627451
RPL8	5.20698031695436e-05	2491.75476190476	843.8046875	9.91514724591648	4103	49	58	0.211148594527538	4216	11866	0.0227347619628753	2335.35987892704	3090327	0.107314610622526	2869.85792349727
EIF3K	5.03026907946709e-05	2436.1380952381	805.1796875	12.5114725877135	2545	35	38	0.243818838984136	3847	6650	-0.143743060516986	2293.39058389422	1793362	0.113360507246377	1677.08974358974
NDUFB2	4.20852515084789e-05	1911.175	437.64453125	11.2403178456629	784	25	27	0.232005013324336	668	2270	-0.0149461613197386	1834.92561915696	73616	0.50976430976431	725.925925925926
MRPL49	4.79707383004443e-05	2034.54404761905	518.67578125	11.7715048049763	2254	37	48	0.216442197120023	1191	6764	0.0351039344297977	1934.83552878102	351940	0.414039039039039	1546.62765957447
RPS14	5.32779545761537e-05	2689.17380952381	985.859375	12.0368524864007	5639	51	87	0.20533020752993	5211	19110	0.227464190790871	2500.28863560174	4015646	0.056058523967343	2545.90194075587
REV1	4.13697261177979e-05	2362.00476190476	754.3515625	12.0368524864007	856	12	12	0.126141301050053	3425	1868	-0.360147140029086	2235.79419112014	576682	0.13989034723376	362.153846153846
NDUFA7	4.27997033398651e-05	1920.075	443.50390625	7.73153559403559	787	25	27	0.248286066890957	705	2386	0.0787179030626572	1841.36854666155	73512	0.449464922711058	626.110837438424
RPL23A	5.2721668100007e-05	2555.84523809524	889.671875	11.1182992023795	4555	50	70	0.198191111879731	4580	14512	0.176069314441217	2385.40330490405	3379115	0.0802387267904509	2436.86597556461
MRPS31	4.46836470653412e-05	1983.12023809524	486.25390625	11.1954266006898	1105	24	25	0.236053455132634	995	2810	-0.223818534058441	1896.40775793875	178038	0.423529411764706	810.333333333333
ATP5F1B	3.49743115407563e-05	2343.45476190476	740.0390625	11.7031338968891	400	8	2	0	3325	872	-0.304649710456387	2231.48329510322	192233	0.115315315315315	11.1111111111111
MRPL37	4.09442808081299e-05	1998.74404761905	496.85546875	7.57903439153439	695	15	15	0.141211787238757	1062	1600	-0.48468397476884	1917.53553676513	118215	0.444444444444444	456.714285714286
NDUFB10	4.33586716050302e-05	2014.2	505.984375	11.1024036403563	853	25	31	0.255301321362572	1157	2698	0.125044443627677	1925.29037716908	88370	0.3125	617.39314516129
NDUFB11	4.22529777454449e-05	1912.175	438.14453125	11.9841149610936	797	25	28	0.245146705758206	668	2406	0.066918210178659	1835.02594313833	74622	0.48978288633461	657.62315270936
PSMD14	4.87122387494707e-05	2298.32380952381	705.375	11.0622012862197	1353	29	33	0.244546249412136	3005	3828	-0.0188288302695968	2178.75455224123	578053	0.134133930388765	1051.52941176471
NDUFB4	4.24153129202613e-05	2011.80238095238	504.1640625	11.2416556413527	804	26	26	0.229757860525859	1086	2310	-0.0291507067742841	1927.00376069358	80698	0.322929671244278	714.666666666667
RPS27A	5.5162809318608e-05	3159.39285714286	1315.2734375	10.9215457697794	11167	60	253	0.104958107275257	6734	89156	0.738115436924372	2869.94950617812	7728465	0.0163720980523781	909.777438568136
PSMD8	4.90255794942534e-05	2399.1619047619	778.3828125	10.743685684678	1504	31	33	0.227078660168412	3711	4198	-0.0537844459912118	2268.97136965928	640092	0.0976079734219269	1104.61848739496
NDUFS4	4.23613080313449e-05	1957.62261904762	468.17578125	10.2538659803602	794	25	28	0.260468374868093	866	2344	0.020048616045042	1876.73690832331	77475	0.44847775175644	691.074074074074
PSMD1	4.96842822464414e-05	2397.30238095238	776.546875	9.96850772055508	1481	30	37	0.254922979658057	3745	4444	0.0623652709619459	2268.35796836983	678183	0.0946745562130177	869.412955465587
MDH2	2.65286038075464e-05	1820.01150793651	380.8984375	11.2141912716533	61	5	1	2	401	164	0.195302736479207	1758.81695270536	7624	0.142857142857143	0
MRPL36	4.86050332297444e-05	2026.75357142857	512.74609375	11.3987731774339	2694	41	58	0.219095047009757	1147	8810	0.15749638678751	1922.20294378741	411876	0.417234278472992	1725.6715371128
COL4A2	4.22112615491359e-05	2160.10119047619	607.87890625	11.2664140194813	265	10	11	0.0547010257795201	1996	770	0.138443630075996	2063.61439375307	84832	0.0828804347826087	22.0833333333333
CD2	4.07590033977341e-05	2192.65238095238	631.6484375	8.47633729906457	305	10	6	0	2236	766	-0.0810143927372877	2091.52019068985	156613	0.0998955795335886	31.2820512820513
PSMD6	5.04369536941864e-05	2386.97857142857	768.21875	9.08477960807682	1537	30	39	0.204835419112811	3604	5330	0.293103030891004	2252.37396819005	688734	0.0790598290598291	607.714539007092
COX5B	2.41067309541526e-05	2136.8619047619	592.2578125	10.0254739666082	140	6	6	0.10035000709363	1987	322	-0.125470648211703	2051.63057032826	73100	0.188571428571429	100
COX7B	2.12410293061419e-05	1776.07698412698	353.07421875	10.0526751269288	50	6	6	0.0501750035468149	288	130	-0.092948717948718	1722.61783047194	6425	0.611111111111111	50
UQCR10	2.19704189467945e-05	1762.15634920635	345.111328125	10.4067006498856	39	5	5	0.068033073723357	294	98	-0.129545454545455	1708.89126782077	7093	0.566666666666667	39
PSMB5	4.97186256565561e-05	2381.8119047619	765.359375	10.2823222303842	1545	30	37	0.233278575724825	3561	4650	0.0843355548323343	2249.50566353887	694329	0.0913625304136253	919.076923076923
RPL37A	5.20909378132983e-05	2516.24523809524	861.859375	9.97404863421446	4274	50	60	0.217762678510172	4387	12208	-0.0184352032332804	2357.17417565052	3194643	0.10352200948706	3251.04262295082
HNRNPR	4.58983961086475e-05	2496.14047619048	851.21875	8.31036241622155	1505	20	16	0.175546483439289	4359	3430	-0.429347490293586	2357.58812166339	933737	0.107669938204289	422.833333333333
MRPL51	4.74677993806314e-05	1968.63214285714	475.33984375	8.09273448773449	2091	37	43	0.239506690009222	906	5988	-0.0290903734347795	1875.05933126624	317869	0.476279069767442	1551.46179401993
MRPS27	4.51797279988297e-05	1959.75714285714	470.6484375	8.09273448773449	1252	25	27	0.232005013324336	866	3206	-0.233165188877056	1873.85542404109	197493	0.462962962962963	945.242165242165
NDUFA1	4.25601318574166e-05	1950.89166666667	463.26953125	9.84137938845549	791	25	27	0.256426593674267	794	2338	0.0235995272249946	1871.81754552299	75949	0.425223214285714	675.907407407407
MRPL24	4.8854895611197e-05	2092.92738095238	557.30078125	10.1652765382065	2789	41	62	0.2061588184292	1496	9360	0.187172368874699	1982.55209994684	437139	0.349078341013825	1712.33685880487
PSMA6	4.987786584154e-05	2421.62619047619	794.328125	9.27252243743919	1713	31	41	0.251230662990853	3820	5066	0.0639338228779757	2283.87087884046	775340	0.0837381679771623	1036.15609756098
C1QB	1.47133268591688e-05	1698.02420634921	306.64453125	9.42486900572358	17	2	2	0	161	36	-0.512820512820513	1651.98850687865	3851	0.625	17
NDUFAB1	4.20852515084789e-05	1911.175	437.64453125	8.35836835850768	784	25	27	0.232005013324336	668	2270	-0.0149461613197386	1834.92561915696	73616	0.50976430976431	725.925925925926
EMC7	7.81782661037516e-06	1262.45995670996	102.07958984375	9.56676371160319	46	6	6	0.0501750035468149	9	122	-0.0380952380952381	1237.3089712632	473	0.833333333333333	39.8666666666667
LSM3	5.08065767465083e-05	2369.12142857143	755.9765625	8.74530880641992	2576	38	43	0.218924083836555	3389	7132	-0.0546028774319915	2230.7417167924	1586761	0.128604118993135	1220.34747474747
MRPS35	4.85901607967782e-05	2081.84404761905	550.00390625	8.66241093310237	2629	40	57	0.217371166133807	1436	8450	0.134122129445251	1975.02718686557	414964	0.369859073914294	1704.89661654135
TXNL1	1.02556704466988e-05	1825.63333333333	384.859375	8.69348518968832	49	1	1	0	399	98	-0.959183673469388	1766.73287887561	18464	1	NA
RPL24	5.25812801594841e-05	2600.43571428571	922.4921875	8.93445830642233	4716	51	69	0.214053611316214	4821	14262	0.0862411623561547	2430.04919813199	3511109	0.0765364969517219	2937.00372670807
RPL13A	5.26270091140964e-05	2491.74761904762	842.453125	9.43561022955419	4538	49	70	0.20482512399286	4121	14332	0.148657806283889	2328.23172973535	3379137	0.0962571459389494	2612.63089802131
HIP1R	4.95635419587604e-05	2386.84047619048	769.4453125	9.56348210969666	1129	23	35	0.232214341465314	3602	3518	0.134575459594911	2255.78011896361	645865	0.0718799368088468	365.580952380952
CCAR1	4.6157724918713e-05	2250.73095238095	673.1640625	7.04618776285443	1161	21	19	0.153709525230625	2571	2742	-0.398583421651202	2132.78839004861	678382	0.165720110674239	563.914285714286
CCT7	4.43275968230825e-05	2346.2880952381	741.90625	9.09469232557433	547	16	15	0.141211787238757	3432	1400	-0.126104676012595	2228.74191513381	298232	0.0849483204134367	182.333333333333
NDUFS6	4.20096536638086e-05	1997.68452380952	494.96484375	9.18674114060079	727	24	24	0.213066750233704	1037	2054	-0.0517015273170248	1914.8005762209	74679	0.35948717948718	620.373333333333
HLA-DRA	2.75301729786356e-05	1927.82619047619	449.15625	9.22218917574288	68	5	4	0	721	166	-0.0562354312354312	1862.26242197253	19690	0.188679245283019	13.6
MRPL22	4.85104776137101e-05	2047.79880952381	526.93359375	8.620613081449	2663	40	56	0.211854972902397	1234	8406	0.103871680726992	1943.68753438541	414598	0.401323891625616	1862.37077922078
COPZ2	4.74555724009066e-05	2090.73333333333	558.9765625	6.96402116402117	620	18	28	0.256637957590622	1503	2052	0.223504378093432	1990.72478424627	154199	0.115595611285266	164.926108374384
COX7C	2.24475470690343e-05	1781.13888888889	356.29296875	6.96402116402117	54	6	7	0.0775740148258852	310	150	0.0357289769054475	1726.33924851478	6836	0.516483516483517	43.7142857142857
NOP10	1.42905830287488e-05	2154.18333333333	604.8359375	7.73348121224798	156	3	2	0	2054	318	-0.253421633554084	2066.66407019704	95625	0.340044742729307	52
MRPS23	4.78783898548282e-05	2209.19523809524	640.671875	8.32802757032782	2203	34	45	0.232402020968218	2260	6386	0.00232035515394263	2090.41291146336	393648	0.198163452708907	1410.8101010101
RPLP0	5.24450027989112e-05	2597.9	920.9609375	8.2899180279254	4665	51	65	0.204593196657341	4841	13752	0.0410582813383808	2430.13717326769	3469012	0.080702370500439	3082.57123473541
ZAP70	5.06831018358355e-05	2581.73095238095	910.9921875	8.33689799744331	1801	23	42	0.200452238155017	4751	5764	0.344293805687227	2424.2568890173	1086304	0.0441956840349725	196.593894542091
PJA2	4.68466604945026e-05	2355.73333333333	748.71875	8.33724634728747	1483	22	21	0.173401084414527	3345	3472	-0.351069125613667	2226.0072624772	883480	0.141498447204969	234.466403162055
COL1A2	4.19952947512296e-05	2235.15	661.515625	8.59756321147131	390	11	14	0.158456307996175	2515	1020	0.0416552679480348	2128.79769757706	147550	0.0890804597701149	71.5
PSMA7	4.93323955105413e-05	2361.69285714286	750.9453125	8.32758012778741	1425	30	35	0.216381545456316	3464	4182	0.0382330343680338	2234.90091559847	610984	0.103765815677173	902.927927927928
RPS7	5.33736392082448e-05	2602.86666666667	921.2734375	8.59884551225118	5425	51	95	0.202175074931948	4796	19780	0.307710653458608	2424.86991546854	3838740	0.0679240474066522	2245.33034714446
MRPL9	4.82743270931467e-05	2071.54642857143	543.44140625	8.29723439612138	2467	39	52	0.216606527686894	1392	7586	0.0715765657487074	1967.44384196026	387861	0.387019230769231	1691.17873303167
NDUFA8	4.20875252141362e-05	1914.67380952381	439.8203125	8.86537250154425	779	25	27	0.232005013324336	674	2260	-0.00911865549223282	1838.44349802805	72899	0.497354497354497	710.19943019943
PSMA5	4.95592061956131e-05	2408.73809523809	784.4609375	6.72676880975062	1512	30	37	0.240493377035902	3894	4506	0.0511912646014192	2284.64820802559	665412	0.105063924005428	1018.2024291498
SERPIND1	2.15850728780037e-05	1786.26428571429	361.0546875	7.51461843711844	61	3	1	0	389	128	-0.661538461538462	1727.04991380863	9136	0.352564102564103	0
GTF3C1	4.07456503535066e-05	2229.35714285714	659.1015625	7.45894078144078	305	9	1	8	2564	766	-0.0285314479644755	2117.84978703266	165520	0.0828630828630829	0
SERPINC1	2.23808956414281e-05	2091.92023809524	561.12109375	8.58847337982711	162	3	1	0	1540	330	-0.842893502450516	2008.11466778353	66833	0.335483870967742	0
MRPL35	4.76005890147326e-05	2009.80595238095	502.69921875	8.22961222666935	2172	38	44	0.241289725099778	1105	6236	-0.0341867342208799	1912.56372339516	334929	0.460606060606061	1659.99577167019
RPS19	5.3166700725598e-05	2658.56428571429	963.3984375	7.55337061029785	5339	51	84	0.198152064945718	5123	18160	0.24037251075106	2477.03786117569	3888480	0.0609427609427609	2534.63352044908
RPL35A	5.2351214145055e-05	2612.34047619048	931.75	8.80912822884596	4683	51	64	0.209959696855032	4892	13526	0.0127909362349672	2442.9613494923	3480093	0.0782277194171467	3197.04807692308
RAC2	4.4652987508139e-05	2395.25476190476	777.1015625	8.97392257592276	558	11	7	0.232722044477656	3736	1496	0.169107534727209	2272.58181264177	311964	0.0634939759036145	20.5578947368421
SEC61G	2.5381156788317e-05	1743.17301587302	334.455078125	9.0648554630724	44	5	5	0.068033073723357	299	108	-0.192842451665981	1688.68550943396	5642	0.325	30.8
CDK8	5.00838164734309e-05	2484.25952380952	840.59375	7.86284335120995	1304	22	40	0.261807147955199	4215	4248	0.265371025169011	2335.68492292703	741311	0.0487804878048781	279.882926829268
MRPL15	4.81900172524327e-05	2060.07976190476	535.66015625	7.93800631386158	2431	39	51	0.206859342840251	1327	7412	0.0608151013212588	1957.40381418948	379595	0.395480225988701	1736.97333333333
SFXN1	3.39475216292146e-05	2284.11428571429	698.03125	7.94547426257953	408	7	3	0	2892	858	-0.620846161051593	2172.9710595319	186806	0.168141592920354	58.2857142857143
PSMF1	4.35200961829137e-05	2248.09285714286	671.1640625	8.61666837313389	496	13	7	0.116361022238828	2659	1264	-0.0508159549479145	2138.56406907098	224572	0.107766544117647	65.6470588235294
CHMP2B	3.88367133037526e-05	2267.09047619048	685.578125	8.4402365178681	371	11	6	0.10035000709363	2817	874	-0.128329178681471	2156.01108113317	169187	0.102141203703704	56.2121212121212
HNRNPA2B1	5.31446751601836e-05	2639.35238095238	949.8125	8.72842508504831	4663	50	82	0.207562296231962	5060	16298	0.2588659247939	2459.79145443219	2886094	0.0581516491335061	1464.71170395869
EIF3H	5.00181820498683e-05	2434.38095238095	804.046875	6.32585678210678	2447	33	36	0.224060257302137	3834	6300	-0.158643153869661	2292.8422257139	1718571	0.114750190694127	1681.22475106686
TYROBP	1.73537510696538e-05	2004.59166666667	501.05859375	8.18251788098756	90	3	1	1	1130	210	0.331834215167549	1929.55182821663	46321	0.166666666666667	0
MRPL45	4.72926549068284e-05	2085.62738095238	554.14453125	7.93126120298159	1853	35	40	0.247027712183535	1509	5266	-0.0469679204374642	1985.66037568407	302866	0.36849593495935	1190.19615384615
MRPS25	4.64785723568827e-05	2103.3869047619	567.51171875	8.67097209568722	1468	27	32	0.257441657122371	1619	3928	-0.139423235027519	2002.06540801718	245999	0.278726708074534	938.217741935484
NDUFAF1	3.6870855059613e-05	1904.95357142857	434.16796875	8.40418646894797	318	11	11	0.14586940207872	640	768	-0.304626190928052	1837.33642634258	33430	0.498366013071895	221.636363636364
SRRM2	5.19281034786879e-05	2550.58333333333	887.3203125	7.84683277329377	3799	45	57	0.217371166133807	4513	10790	-0.0182843628260998	2387.4395006402	2326508	0.0831001554519209	1770.96240601504
EIF3I	5.11973885836518e-05	2576.69285714286	907.4375	8.09186584249084	2865	36	44	0.210678342064732	4795	7986	-0.00788660059196202	2420.06161445001	1958938	0.072851966873706	1351.22340425532
CSF2RB	4.46424146269098e-05	2419.95238095238	795.6953125	7.68863534263158	942	16	15	0.0977620065499085	3762	2190	-0.30492706003949	2286.51595871513	535595	0.0911071499306793	153.921568627451
PRKCQ	4.21844326156504e-05	2300.80714285714	708.8046875	7.95248334498635	396	11	4	0	3040	1002	-0.0250616006794654	2189.8427233876	222586	0.0820175438596491	18.8571428571429
MRPL2	4.81267472769776e-05	2062.0630952381	537.19140625	7.39444835634043	2414	39	50	0.205087506758515	1347	7278	0.0428642393708563	1959.28922942207	377698	0.397310924369748	1743.99183673469
GABARAPL2	4.71745736386801e-05	2334.03571428571	731.4609375	7.34724639136325	469	12	3	0	3232	1694	0.391013640444026	2214.40467786098	205750	0.0461538461538462	4.96296296296296
SF3B5	5.23758455127379e-05	2422.77619047619	793.203125	7.30191415226878	3921	47	65	0.213039704776222	3709	12002	0.0785044174498274	2268.12802838317	2418280	0.114082840236686	1824.77307692308
DDOST	4.13873240518085e-05	2238.46071428571	664.26171875	7.44078864395153	358	9	9	0.0764779545510625	2557	956	0.13069878838822	2129.74328954883	143554	0.0788857677902622	62.65
WDR75	4.58641503643382e-05	2106.73809523809	570.1875	7.33570456960089	842	24	28	0.260468374868093	1639	2440	0.0143906515421219	2006.55394135055	216240	0.173044217687075	572.470899470899
MAP4K1	4.55604685313529e-05	2523.74047619048	871.796875	7.69202178453866	1350	15	18	0.168234170521827	4470	3080	-0.259453113751399	2378.556713086	791413	0.0877146631439894	305.526315789474
CAB39	3.46331081757779e-05	2177.73809523809	622.1796875	7.61613991612072	231	6	5	0.068033073723357	2225	534	-0.0426901604126993	2077.66649127151	114151	0.121719709659408	25.6666666666667
SP1	5.31192155552403e-05	2900.75238095238	1143.84375	7.30795384472277	3681	35	75	0.22613569316441	6065	14672	0.47063239027168	2681.89895720964	2311531	0.0218312431511019	174.230642954856
RPL10A	5.20851013713004e-05	2479.05476190476	834.5703125	7.54124504313711	4264	50	61	0.211833778796656	4111	12188	-0.0187352046867448	2322.35154303903	3229775	0.112953507121741	3324.98797814208
RPS21	5.27842345589717e-05	2505.84761904762	852.421875	7.79570403503867	4774	50	75	0.194358455236078	4271	15248	0.149920080091198	2342.77708362418	3567130	0.0985687903970452	2857.69964912281
GNL2	1.70144150667809e-05	1843.05595238095	396.58984375	7.19110790675318	53	3	2	0	531	118	-0.0521505376344086	1778.90626490698	23462	0.286585365853659	8.83333333333333
GAK	5.045743298576e-05	2579.45238095238	910.6328125	7.53104514533086	1782	25	40	0.255473104053057	4865	5286	0.172867175391469	2422.4196679899	1116930	0.0506498805152416	401.519163763066
MRPL14	4.89007442252413e-05	2323.27142857143	721.34375	7.7041775164726	2902	41	57	0.217371166133807	2940	8996	0.0978627647364546	2182.93492682927	559892	0.122634596318807	1767.38345864662
SREK1	4.91887232504545e-05	2423.88571428571	796.8046875	7.02437833678435	1337	21	19	0.139070522827709	3808	3934	0.207698727106304	2284.181747031	829949	0.0697964045917262	133.7
CALCOCO2	4.8114532003031e-05	2443.77142857143	811.2421875	7.3884699014836	618	13	3	1.59664183576095	4022	2426	0.511880148011491	2307.10599759409	316736	0.0325526932084309	5.19327731092437
MRPL54	4.84182697154408e-05	2084.39642857143	551.92578125	5.65376495425757	2595	41	54	0.209771396366615	1445	8052	0.0816778615282228	1978.92833136792	409414	0.379480286738351	1806.16352201258
RPS26	5.25368323455804e-05	2514.8880952381	859.4921875	5.65376495425757	4399	48	70	0.203166620964578	4372	13768	0.136092330229783	2355.10662409655	3262081	0.0964298448921376	2533.18672032193
YWHAB	5.38181429152845e-05	2857.08809523809	1106.1875	7.52643757290992	2975	29	92	0.169172668570789	5985	21700	0.747695240002185	2640.54321230479	1910665	0.0144416741055397	69.8888888888889
SMARCC1	4.822395627916e-05	2558.07380952381	895.921875	7.08029874887018	1192	19	28	0.25280754031315	4719	3196	0.0438793143565203	2409.80969305331	755404	0.0506560878852609	229.004926108374
NDUFS3	4.35984004894307e-05	2206.08571428571	639.765625	6.47212279783708	945	25	31	0.26176464595403	2369	2882	0.118562690121267	2095.83017984264	157793	0.14321608040201	628.729838709677
CHD4	4.49176136651513e-05	2359.5619047619	752.015625	7.31841729336009	760	14	19	0.226904537245209	3396	1862	-0.103788607508121	2230.88999302071	438345	0.0857142857142857	173.333333333333
CD3E	3.87629625465429e-05	2217.14047619048	649.015625	6.79749173132632	376	9	9	0.152955909102125	2394	862	-0.223529618886209	2115.71371387147	201952	0.136929460580913	102.545454545455
MRPS14	4.86714245585928e-05	2081.96071428571	550.34765625	8.19331795117128	2584	39	57	0.217371166133807	1430	8360	0.145274171980709	1973.34339722484	410064	0.325980392156863	1604.47619047619
EMC4	8.2239705968517e-06	1496.48253968254	200.1591796875	8.13217496636385	55	6	8	0.12413656192963	34	166	0.16991341991342	1457.21711097603	1066	0.652777777777778	37.3214285714286
NDUFS7	4.36077843540026e-05	2233.20714285714	658.1953125	8.01685353968118	973	26	30	0.242362739791281	2493	2938	0.105898914738506	2124.14952058479	175188	0.133989726027397	668.9375
RPL36AL	5.14016671256772e-05	2427.14761904762	797.703125	7.81046815416517	3703	48	51	0.206859342840251	3799	9956	-0.117871408858631	2280.14704983186	2787825	0.137707390648567	3095.99843137255
MMP2	4.63912605866186e-05	2261.69761904762	678.8515625	6.02660553854716	356	11	12	0.189211951575079	2668	1468	0.503890684128926	2150.96769955459	120541	0.0445714285714286	13.1851851851852
SYK	5.2668411677773e-05	2693.09285714286	989.9609375	8.24925431711146	2451	26	70	0.206483627021142	5313	10452	0.520386883972649	2515.6559982011	1482109	0.0287393939393939	214.628108108108
CYC1	2.49065740388189e-05	1866.46666666667	410.1640625	7.70131480309515	60	5	6	0.0501750035468149	564	150	-0.1113091701327	1803.9572426767	14328	0.3	44
PRPF38A	5.08218283134781e-05	2335.69047619048	732.5078125	6.54356357927786	2608	37	42	0.2510518322524	3160	7108	-0.0945051010448484	2196.43496613331	1599950	0.139969405594406	1254.37632135307
FTSJ1	4.68332663861198e-05	2339.28333333333	736.28125	7.90707713561506	747	17	9	0.152955909102125	3277	2046	0.0123238632887519	2215.8666688674	380276	0.0799457994579946	75.7826086956522
POLR2G	5.21511288424256e-05	2521.12380952381	865.71875	5.96367917796489	3119	41	58	0.220230254507217	4211	9778	0.135524678170883	2351.80607525752	1885246	0.064493670886076	838.781920903955
PRKCB	5.03040232561519e-05	2543.88095238095	883.4296875	7.08902543281425	941	19	4	0.592530983897533	4671	3862	0.479995386688895	2396.13225530092	499595	0.0290263113792526	10.4555555555556
PYCARD	2.64340548716547e-05	1926.79404761905	447.66015625	7.19255189255189	58	5	4	0	666	158	0.185495985495986	1863.86541345032	16563	0.163265306122449	8.28571428571428
HIST1H2BK	4.87542231981959e-05	2489.26904761905	845.7421875	5.67535559678417	1249	21	23	0.22876151783379	4110	3428	0.0461607655591998	2334.22293702403	675035	0.0523977919613593	153.103225806452
MAGT1	2.68540391044392e-05	1893.04880952381	427.97265625	5.67535559678417	65	5	5	0.068033073723357	712	150	-0.390411549235079	1826.98481260717	17615	0.387096774193548	65
CD79A	3.98981890052351e-05	2153.28333333333	603.390625	7.28062627164763	341	10	9	0.0764779545510625	1913	838	-0.0127552009495429	2056.9745043361	173925	0.119413919413919	74.3205128205128
WDR43	4.48925862515387e-05	1887.9630952381	423.45703125	6.72643850187427	668	24	24	0.232886913046142	609	1936	-0.00101920130519861	1811.99214468889	117433	0.450526315789474	501
SSR3	3.03856364646373e-05	1899.93571428571	432.2109375	5.78119658119658	69	5	3	0	712	194	0.123689233471842	1831.27128631837	14185	0.157608695652174	9.85714285714286
RPL41	1.0257158476762e-05	1964.04047619048	473.9296875	7.47036256202276	47	1	1	0	925	94	-0.957446808510638	1897.05089871128	23827	1	NA
