spl	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	dmnc	geokpath	lincent	semilocal	coreness	hub_score	eccentricity	subgraph_centrality	pc	gilschmidt
DUSP12	4.14890902130917	0.000638	16.8	3511.011365	1.9e-05	0	1822.93575	2.23999849376155e-05	1822.93575036075	448.81494140625	0	89	1	971	1747.54556358604	22712	4	0.000121429412761814	11	11254988965099.9	0.56	0.241832813791545
DUSP16	4.20020415975501	0.000383	25	2300.640561	2.3e-05	0.333333	1798.636111	1.87606777190118e-05	1798.63611111111	432.927734375	0	78	0	886	1726.20360300149	24809	3	0.000146613287968466	10	16406747304233.4	0.444444444444444	0.238609194894009
DUSP2	4.08817149419421	0.000128	79	0	6e-05	0	1850.063095	1.07350594214171e-05	1850.0630952381	467.69921875	0	80	0	1174	1773.50866131902	36692	1	0.000373624317587058	10	106526854601654	0	0.245431559463782
DUSP22	4.08817149419421	0.000128	79	0	6e-05	0	1850.063095	1.07350594214183e-05	1850.0630952381	467.69921875	0	80	0	1174	1773.50866131902	36692	1	0.000373624317587058	10	106526854601654	0	0.245431559463782
DUSP26	4.98073242312109	0.000255	4	87.571073	3e-06	0	1499.959993	1.33609205672528e-05	1499.95999278499	249.021484375	0	10	0	105	1455.69103858175	1905	2	1.93791402196514e-05	11	286605997496.997	0.5	0.198986467602166
DUSP3	4.09940028071966	0.000383	28.666667	545.08933	7.5e-05	0	1848.138095	1.8442013442563e-05	1848.1380952381	466.7802734375	0	89	0	1197	1768.65079216858	39480	3	0.000471511602575089	10	169649969050860	0.666666666666667	0.245176186685857
DUSP4	3.91425290289652	0.00051	38.75	1023.268775	8.8e-05	0	1942.636508	2.15274836781871e-05	1942.63650793651	531.591796875	0	159	0	1726	1852.30942756552	65271	4	0.000549328092837694	10	230286665460404	0.5	0.257712457937964
DUSP5	4.08817149419421	0.000128	79	0	6e-05	0	1850.063095	1.07350594214182e-05	1850.0630952381	467.69921875	0	80	0	1174	1773.50866131902	36692	1	0.000373624317587058	10	106526854601654	0	0.245431559463782
DUSP7	4.28033686359576	0.000255	24	54.148918	1.6e-05	0	1762.570635	1.57843846533902e-05	1762.57063492063	409.416015625	0	50	0	755	1693.88713668207	19338	2	0.000100411140655538	10	7695108664046.53	0.5	0.233824706144944
DUSP9	4.00051039938752	0.000255	57.5	88.433434	6.9e-05	0	1894.848413	1.61067245972955e-05	1894.84841269841	498.302734375	0	117	0	1415	1812.37063026282	49052	2	0.000431181957823351	10	141880474491564	0	0.251372832674224
DUT	3.78256986091617	0.000893	34.714286	12729.479373	0.000252	0	2023.515476	2.44905740354164e-05	2023.51547619048	589.4638671875	0	250	2	2320	1916.79408986641	107611	5	0.00157554376039188	10	1894546226886090	0.448979591836735	0.268441957573668
DVL1	3.67423759091489	0.002297	21.888889	65052.205108	0.000526	0.03268	2092.060714	2.86930761352082e-05	2092.06071428571	636.72265625	0	412	0.068033073723357	2650	1973.30939399201	145690	8	0.0032929593914241	10	8274638373003062	0.580246913580247	0.277535249971548
DVL2	3.45336225596529	0.002935	29.608696	113034.809787	0.001725	0.047431	2234.229762	2.962353454167e-05	2234.22976190476	738.4326171875	0	704	0.0473029878937698	3525	2099.52128288501	277070	9	0.0107916139158599	10	88887641868602560	0.657844990548204	0.29639556406269
DVL3	3.56016332780401	0.002935	21.826087	65842.398975	0.000508	0.059289	2161.405556	2.96986886013817e-05	2161.40555555556	685.8564453125	1	525	0.0325873355166362	3152	2036.53790186732	192918	8	0.00317715288415265	10	7704157936319988	0.665406427221172	0.28673461867277
DXO	4.8917953298456	0.000255	11.5	22.391445	3.1e-05	0	1535.021465	1.52297532219386e-05	1535.02146464646	270.92919921875	0	25	0	210	1482.15676761353	3871	2	0.000194062864561763	11	28737679221840.6	0	0.203637763948869
DYNC1H1	3.36149036621156	0.003828	32.933333	106010.787207	0.002479	0.091954	2303.801984	3.06644805296712e-05	2303.75198412698	788.7509765625	1	1018	0.0671861735181235	3960	2156.90267233526	412623	10	0.0155217552305089	10	183840906032804448	0.431111111111111	0.305618464330962
DYNC1I1	0.00102079877504147	0.000128	3	0	0	0	2.333333	1.25643320825789e-06	2.33333333333333	2.125	0	4	0	4	2	10	1	1.07339166032681e-16	3	1.63976495179857	0	0.583333333333333
DYNC1I2	3.90736251116499	0.002042	16.6875	13375.269828	0.000273	0.208333	1957.691667	2.86678214285146e-05	1957.69166666667	542.05078125	1.66666666666667	283	0.0551790975027305	1840	1855.57586049246	93138	8	0.00170865350064461	10	2227852864049878	0.5	0.259709693110444
DYNC1LI1	4.63136404236315	0.000255	15.5	152.430684	2e-05	0	1626.983369	1.54139926341553e-05	1626.95003607504	325.32177734375	0	33	0	403	1565.50154286974	9467	2	0.000127097599027265	11	12353146254898.2	0.5	0.215833117017124
DYNC1LI2	4.03981115222662	0.001021	19.375	2818.237037	0.000194	0.428571	1879.802381	2.5149948128133e-05	1879.80238095238	487.859375	4.23792849126182	163	0.0501750035468149	1362	1794.73922931143	51689	6	0.00121800210960487	10	1132011708615151	0.21875	0.249376808298258
DYNC2H1	4.23299732040322	0.001276	14	11010.307612	0.000136	0.266667	1790.742063	2.57477752948194e-05	1790.74206349206	427.845703125	1	150	0.0620682809648148	869	1712.83065050944	31536	7	0.000855105819151909	10	557944235725313	0.54	0.237561961195544
DYNC2LI1	4.24409850708179	0.002297	13.888889	39403.061664	0.000135	0.398693	1790.427778	2.64989973400312e-05	1790.42777777778	427.205078125	1	268	0.096948922456955	855	1708.35044045579	33931	8	0.000843305394998889	10	542650912403290	0.197530864197531	0.237520267680781
DYNLL1	3.30470843434988	0.007147	20.464286	381802.833868	0.006298	0.028571	2358.426984	3.14804971814553e-05	2358.42698412698	825.87890625	1	1202	0.119526483663958	4156	2193.96285570871	507187	10	0.0394562244437188	9	1187903425807991040	0.705994897959184	0.312871714529956
DYNLL2	3.79890264131683	0.002042	17.8125	25454.458244	0.000282	0.166667	2010.631746	2.83826775481935e-05	2010.63174603175	577.888671875	1	301	0.0551790975027305	2102	1908.55313717587	93021	8	0.001767401808294	10	2383623390896808	0.484375	0.266732786685008
DYNLRB2	5.13423503891795	0.00051	12.75	32.97099	3e-06	0.333333	1457.433802	1.98088108410267e-05	1457.4338023088	227.0107421875	0	55	0	101	1412.1689986828	3697	4	2.04300029903558e-05	11	318485345446.72	0	0.193344892850752
DYNLT1	4.13155544213347	0.000638	16	12076.334439	6.5e-05	0	1832.246429	2.16071096970971e-05	1832.24642857143	455.53515625	0	85	1	1095	1754.88569752	26444	3	0.000408422284786255	10	127325777230272	0.32	0.24306797938065
DYNLT3	0.000637999234400919	0.000383	1.333333	5	0	0	3.5	1.25643321369656e-06	3.5	2.75	0	7	0	4	3.2	14	1	3.23376221718709e-16	2	2.96687787624823	0.444444444444444	0.875
DYRK1A	3.86806175832589	0.000766	34.333333	4650.534596	0.000291	0	1973.865079	2.36819164944876e-05	1973.81507936508	553.873046875	1	212	1	1897	1874.42910866266	84407	5	0.00181009956724024	10	2517135842595927	0.444444444444444	0.261848644118458
DYRK1B	4.41572030113564	0.000255	18.5	232.370151	1.2e-05	0	1703.315115	1.57675744998143e-05	1703.31511544012	370.60693359375	0	39	0	520	1641.95353406924	11250	2	7.47186231277869e-05	11	4262410984380.41	0.5	0.225963798811371
DYRK2	4.47416103100676	0.000255	21.5	226.793371	2e-05	0	1688.522619	1.58091271162463e-05	1688.52261904762	363.681640625	0	45	0	555	1620.50661647274	13470	2	0.000127904864991194	10	12485282044765.3	0	0.224001408735424
DYSF	4.37106035472757	0.000255	8.5	151.38977	4.1e-05	0	1720.01627	1.43409294719569e-05	1720.01626984127	381.109375	0	19	0	606	1658.72968239141	9371	2	0.000259192547816456	10	51264593737445.8	0	0.228179393717333
E2F1	3.5125685849177	0.003828	29.733333	40111.85649	0.001075	0.112644	2206.465873	3.06129718067485e-05	2206.46587301587	718.3544921875	3.98879551820728	922	0.0693705698435316	3309	2064.13266492299	417059	11	0.00672894528833291	10	34552619588858512	0.388888888888889	0.292712373708632
E2F2	3.9053209136149	0.001276	23	5067.999777	0.000137	0.044444	1956.204365	2.66763476281289e-05	1956.20436507937	541.4306640625	1	240	0.159664183576095	1819	1856.5459060315	97304	6	0.000860030024307148	10	564513797577017	0.46	0.259512385921893
E2F3	3.77440347071584	0.001659	28	18422.267199	0.000482	0.166667	2037.425794	2.74540808943737e-05	2037.42579365079	599.6025390625	0	377	0.0509853030340417	2395	1920.94131169709	171815	7	0.00301495665930897	10	6936694848983504	0.378698224852071	0.270287316748557
E2F4	3.71519714176343	0.001531	37.75	7640.430986	0.000431	0.090909	2076.204365	2.78415189019594e-05	2076.20436507936	627.7119140625	0	465	0.0987551639829222	2621	1951.55392224207	196368	8	0.00269825780658418	10	5556476749209864	0.375	0.275431727922418
E2F7	4.25851728977925	0.000128	45	0	5.8e-05	0	1773.209524	1.0648553826037e-05	1773.20952380952	417	0	46	0	864	1702.56618924912	18384	1	0.000363009054240269	10	100562430559180	0	0.235236073734342
E4F1	3.97052443537068	0.000766	23.666667	3655.899768	0.000118	0.266667	1914.309524	2.40349129887535e-05	1914.30952380952	511.9833984375	0	148	0.0987551639829222	1584	1826.05791046695	59224	5	0.00074104994701908	10	419175899163406	0.611111111111111	0.25395456670329
EAF1	4.1557994130407	0.000638	21.4	1010.969276	8.2e-05	0.3	1824.039286	2.23411553413497e-05	1824.03928571429	450.76171875	1	112	0.159664183576095	1083	1744.6481009549	36400	4	0.000514632819005783	10	202174262556653	0	0.2419792100974
EAF2	4.54663774403471	0.00051	8.5	1054.585427	9.7e-05	0	1663.242063	1.92123643554696e-05	1663.24206349206	348.611328125	0	38	0	556	1594.67456219129	14985	3	0.000607900172243167	10	282251307589028	0.625	0.22064766031999
EAPP	4.05639913232104	0.000766	22	10734.243282	0.000137	0.066667	1873.002778	2.29348250673741e-05	1872.95277777778	483.7001953125	1	138	0.314253343630457	1311	1787.39993708713	45078	5	0.000859471670823534	10	563676619041038	0.5	0.248468131835721
EBF1	5.21947173663392	0.000383	1.666667	7716.128841	0	0	1429.080628	1.0439258676648e-05	1429.08062770563	211.28515625	0	8	0	73	1389.1075418653	905	2	2.86559702992259e-06	11	6291600470.46504	0	0.189583527156512
EBI3	4.92382289141253	0.00051	4.75	484.64277	2e-06	0.333333	1519.579437	1.73419158071833e-05	1519.57943722944	260.0771484375	0	23	0	152	1472.51591168239	3163	2	1.11260324846217e-05	11	94465061414.5118	0.375	0.201589206318594
EBLN2	4.67589638892433	0.000383	6	419.253209	1.4e-05	0	1604.679004	1.74188623449695e-05	1604.679004329	309.86376953125	0	21	0	252	1550.59200436622	4743	3	8.48982933025051e-05	11	5500771535546.25	0.444444444444444	0.212878615591545
EBNA1BP2	5.42439709072349	0.000128	3	0	0	0	1370.450469	7.98531129343401e-06	1370.45046897547	181.32080078125	0	4	0	40	1336.62920185364	671	1	1.35160531199952e-06	12	1394364992.9152	0	0.181805580920082
EBP	6.08421589894092	0.000128	2	0	0	0	1214.347233	5.98106176853689e-06	1214.34723332223	112.192993164062	0	3	0	8	1191.67492974288	47	1	1.10165732177769e-07	13	9261984.68562994	0	0.161096740955451
EBPL	5.12249585300498	0.000255	4	7537	1e-06	0	1453.789755	9.49576727483441e-06	1453.78975468975	222.885986328125	1	10	0	45	1415.40525594719	1252	1	5.70153119069342e-06	12	24806943918.6903	0.5	0.19286146918147
ECD	4.14214622942453	0.000128	68	0	4.3e-05	0	1828.304365	1.07238286530482e-05	1828.30436507936	454.064453125	0	69	0	1144	1750.39874314583	32333	1	0.000266585270049063	10	54507534222285.1	0	0.242545020573
ECH1	4.19918336097997	0.000255	23	217.619858	3.8e-05	0	1797.947222	1.58304096093556e-05	1797.94722222222	432.744140625	0	48	0	966	1726.62323376584	17113	2	0.00023741482500835	10	43028748746033.9	0	0.238517806078821
ECM1	4.43281868061758	0.000255	28	0	8e-06	1	1699.873846	1.58124281644922e-05	1699.87384559885	369.17919921875	1	58	0	529	1635.62014968336	10494	2	4.92434988065147e-05	11	1851037485189.47	0	0.225507275882045
ECPAS	4.70652035217558	0.000128	12	0	6e-06	0	1595.651227	1.01591821256682e-05	1595.56789321789	305.49462890625	0	13	0	256	1540.50275179612	4471	1	3.50982416500478e-05	11	940568270133.933	0	0.211669924810023
ECSIT	4.64182722980732	0.000893	24.428571	11625.767103	1e-05	0.47619	1629.389719	2.3047025397858e-05	1629.38971861472	327.39892578125	0	178	0.068033073723357	388	1561.97273077135	13971	6	6.06398200845178e-05	11	2926976397366.73	0.244897959183674	0.216156768189807
ECT2	3.91769809876228	0.000638	46.8	1349.882314	0.000323	0.3	1950.930952	2.27376092733175e-05	1950.93095238095	538.8046875	7.08974466421476	239	0	1804	1850.68051981891	99750	5	0.00202547324501049	10	3130482724327631	0.32	0.258812808753093
EDA	4.66364680362384	0.000383	4.333333	7683.012929	6e-06	0	1604.679401	1.39710739454907e-05	1604.6794011544	308.50439453125	0	16	0	220	1554.66480615065	3839	2	3.67594957099166e-05	11	1031107099574.39	0.444444444444444	0.212878668234872
EDA2R	5.62536684955978	0.000128	3	0	0	0	1316.808802	7.49283828236289e-06	1316.8088023088	155.002197265625	0	4	0	13	1288.87728530599	230	1	7.10271788518253e-07	12	384964991.155681	0	0.174689413943866
EDAR	4.06711751945898	0.000383	37	5724.839679	0.000145	0.333333	1865.992857	1.7781709150511e-05	1865.99285714286	479.28125	0	114	0	1291	1782.68946476752	36958	2	0.000909412666521513	10	631074446419569	0.444444444444444	0.247544820528356
EDC3	3.95674365190762	0.000766	29	5869.903785	0.000278	0.266667	1923.01746	2.30399900176572e-05	1923.01746031746	517.912109375	1	180	0	1584	1832.41781418298	62238	4	0.00174136091908144	10	2314242589103033	0.444444444444444	0.255109771864863
EDC4	4.62664284802858	0.000383	6.333333	78.457429	1.3e-05	0.666667	1623.201263	1.73732454589616e-05	1623.20126262626	321.2861328125	0	22	0	343	1567.09903748035	5776	3	8.13607827775952e-05	11	5051753999052.57	0	0.215335800295345
EDEM1	4.71392114329463	0.000255	10.5	306.472385	2e-06	0	1587.400036	1.3473696979847e-05	1587.40003607504	298.49853515625	1	23	0	211	1538.08418374252	3789	2	1.53519983813004e-05	11	179909980936.562	0.5	0.21058636721612
EDEM2	4.42426949087661	0.000128	75	0	0.002653	0	1707.508802	1.07357057057158e-05	1707.47546897547	375.0673828125	0	76	0	556	1638.78072275257	39361	1	0.0166235691134227	11	210862271092838272	0	0.226515716234475
EDF1	4.03253796095445	0.000383	27	273.555272	0.000108	0	1879.686905	1.89428234079765e-05	1879.6869047619	488.2685546875	0	84	0	1412	1797.97626807582	36656	3	0.000670666637515935	10	343510044894810	0	0.249361489090181
EDN1	4.43409467908639	0.000383	15.666667	7830.554264	1.9e-05	0	1707.358009	1.8015994641382e-05	1707.35800865801	376.1630859375	0	50	0	675	1635.1494676259	12537	3	0.000120663625370295	11	11134953513525.9	0.666666666666667	0.226500133809764
EDNRA	4.33622559652928	0.001659	55.461538	5905.392077	4.7e-05	0.346154	1765.490079	2.8001344387282e-05	1765.49007936508	414.3212890625	3.12393162393162	734	0.0547010257795201	746	1672.0549686608	156722	11	0.000295037805037173	10	66435146312559.3	0.142011834319527	0.234212003099638
EDNRB	3.95176725787929	0.002808	47.045455	17257.917585	9.1e-05	0.307359	1943.328175	2.97964480863837e-05	1943.32817460317	531.2646484375	4.41666666666667	1057	0.0512365084102084	1508	1834.72534711011	240207	11	0.000569341817221103	10	247463060073108	0.169421487603306	0.257804215256443
EEA1	4.33494959806048	0.00051	15.5	1216.382126	2.3e-05	0	1739.369877	2.04784063818837e-05	1739.36987734488	393.75634765625	0	66	0	623	1672.54714037618	15516	3	0.000145768544935592	11	16214279978554.8	0.375	0.230746866190615
EED	3.8228914125303	0.002169	22.411765	23229.38058	0.000346	0.242647	2012.321429	2.87406620145355e-05	2012.32142857143	581.7802734375	1	398	0.0487557870757461	2267	1896.57690253672	160106	9	0.00216312815696016	10	3572675915351719	0.304498269896194	0.266956941970186
EEF1A1	3.26298328442006	0.011358	43.494382	283100.697549	0.124732	0.271961	2407.356746	3.21229982176669e-05	2407.35674603175	858.421875	2.6	3960	0.102327510422739	4345	2222.01798842484	2165895	39	0.781593004120063	9	4.66134567455742e+20	0.637040777679586	0.319362794644677
EEF1A2	3.72412913104504	0.000893	41.714286	2669.231726	0.001858	0.095238	2053.347619	2.45234673910953e-05	2053.29761904762	609.8349609375	0	299	0	2466	1946.87329541561	146162	5	0.0116388502140692	10	103364447906785680	1.11022302462516e-16	0.27239289188743
EEF1B2	3.66875079749904	0.001021	52.75	11591.075715	0.00341	0.035714	2096.407143	2.51356464394186e-05	2096.40714285714	641.5771484375	2.33333333333333	430	0	2722	1976.26057317752	188492	6	0.0213564809666282	10	348027048608456448	0.21875	0.278111852329127
EEF1D	3.51792777848667	0.001914	44.8	25484.100949	0.00183	0.019048	2195.678571	2.87052087460185e-05	2195.67857142857	712.3662109375	0	687	0	3339	2060.98817555314	282482	8	0.0114506223693773	10	100054569794748976	0.124444444444444	0.291281317515039
EEF1E1	4.24269490876611	0.00051	17.75	265.154223	6.8e-05	0.5	1781.730952	2.11000688338056e-05	1781.73095238095	422.296875	0	75	0	874	1708.91560902256	26053	4	0.000422880563199112	10	136468275092590	0.375	0.236366536532355
EEF2	4.05333673599592	0.00051	28.25	1274.207305	8.3e-05	0	1874.319048	2.13174924643798e-05	1874.31904761905	485.0703125	0	117	0	1328	1788.75036202229	39829	4	0.000518842873371334	10	205470687435175	0	0.248649382809623
EEF2K	4.08383309940028	0.000893	15.285714	3491.907155	3.7e-05	0.047619	1857.085317	2.4591380215012e-05	1857.08531746032	472.330078125	0	114	0	1204	1775.39271988752	37336	5	0.000231229205576682	10	40810566226810.2	0.244897959183674	0.246363135773443
EEFSEC	0.000127599846880184	0.000128	1	0	0	0	1	1.25595213047773e-06	1	1.5	0	2	0	1	1	1	1	1.05980442412014e-16	1	1.54308063481525	0	1
EFCAB6	3.88822253413296	0.000383	61	0	0.000108	1	1957.548413	1.94629252688527e-05	1957.54841269841	542.5361328125	0	186	0	1870	1864.71002887897	93468	3	0.000677178448094277	10	350062845022619	0.444444444444444	0.259690688869497
EFEMP1	4.0817915018502	0.00051	17	1774.823588	3.2e-05	0	1852.59329	2.09563718832305e-05	1852.59329004329	468.90673828125	0	72	0	1191	1776.28072149802	29467	4	0.000197140133367761	11	29665021872371.3	0.375	0.245767218100714
EFEMP2	4.00612479265025	0.001787	10.5	31922.706724	4.1e-05	0.010989	1900.244048	2.74462658229462e-05	1900.24404761905	501.0888671875	1	161	0	1369	1809.8306790674	30977	5	0.000253461939905244	10	49038228262568.6	0.86734693877551	0.252088623987654
EFNA1	3.91654970014036	0.000766	42.5	1557.3128	8.4e-05	0.266667	1947.525036	2.40439165353085e-05	1947.52503607504	535.23193359375	0	261	0	1688	1851.22317065224	110952	5	0.000526832621413064	11	211816202895860	0	0.258360975865602
EFNA2	4.20709455148654	0.000766	11.666667	289.22186	9.8e-05	0	1801.073846	2.32050400404578e-05	1801.07384559885	435.58642578125	0	76	1	1024	1723.37642170392	36447	4	0.000616030526863319	11	289573175580748	0	0.238932587635815
EFNA3	3.98213602143677	0.00051	45.25	5.302138	8.2e-05	0.833333	1910.839322	2.12971891010622e-05	1910.83932178932	509.94287109375	0	185	0	1508	1820.73327351961	84156	4	0.00051202503325378	11	200064290334283	0	0.25349420559687
EFNA4	3.98213602143677	0.00051	45.25	5.302138	8.2e-05	0.833333	1910.839322	2.12971891010622e-05	1910.83932178932	509.94287109375	0	185	0	1508	1820.73327351961	84156	4	0.00051202503325378	11	200064290334283	0	0.25349420559687
EFNA5	3.6381268342478	0.001914	38.866667	5397.013496	0.00042	0.171429	2114.873413	2.85065746960963e-05	2114.87341269841	653.4384765625	0	598	0.0609447338446827	2776	1992.89576318743	279049	9	0.00262806908021102	10	5270480824274570	0	0.280561609538104
EFNB1	3.82952660456807	0.001021	31.5	1077.806944	0.000164	0.142857	1991.455556	2.57752850810634e-05	1991.45555555556	565.3876953125	0	260	0	1999	1893.29081700653	124064	6	0.00102515421763687	10	801954631718824	0	0.264188850564528
EFNB2	3.83960699247161	0.001404	26.909091	8360.649957	9.8e-05	0.127273	1990.057179	2.70936208614681e-05	1990.05717893218	564.05615234375	1	307	0.068033073723357	1900	1888.32022863979	125361	7	0.000616292660294778	11	289870109531257	0.314049586776859	0.26400334026692
EFNB3	3.90953170856195	0.000893	38.285714	8028.281372	9.2e-05	0.190476	1951.165512	2.41429548253828e-05	1951.16551226551	537.47412109375	1	275	0	1678	1854.54629720291	120911	6	0.000573695235277904	11	251173962422016	1.11022302462516e-16	0.258843925744944
EFS	3.93505167793799	0.000893	28.428571	6077.239394	7.2e-05	0.142857	1936.355556	2.47685772951695e-05	1936.30555555556	527.115234375	2.6	206	0.159664183576095	1637	1842.5190181264	88089	5	0.000448271987201593	10	153348731156430	0.448979591836735	0.256872586303453
EFTUD2	3.55786653056016	0.006764	48.132075	26006.821451	0.010118	0.335994	2195.315079	3.16593770917336e-05	2195.26507936508	708.443359375	1	2604	0.0731747335217214	3101	2037.85259835742	1245941	23	0.0629582942747681	10	3044743233506095616	0.17372730509078	0.291226463168597
EGF	4.24052571136915	0.000383	10.333333	210.947586	3.6e-05	0	1777.878968	1.80616625288958e-05	1777.87896825397	418.974609375	0	34	0	834	1709.78978725965	15049	3	0.000225424035058566	10	38794695144381.5	0.444444444444444	0.235855527759871
EGFR	3.2504784994258	0.006381	23.62	298330.308391	0.00635	0.025306	2392.00754	3.14098991749772e-05	2391.92420634921	851.310546875	0	1231	0.0647989876834682	4491	2230.56622438565	567139	11	0.0397817705515432	9	1207586451090686208	0.752	0.317315495668484
EGR1	4.18808217430139	0.00051	15.5	7857.93511	3.5e-05	0	1807.292893	1.89113602990974e-05	1807.29289321789	439.43798828125	0	66	0	1001	1731.19992687831	25576	3	0.000218576596351167	11	36530040457468	0.75	0.239757613852191
EGR2	4.13078984305219	0.000766	23.5	3233.61203	0.000319	0.066667	1847.080952	2.36219808523592e-05	1847.08095238095	468.2890625	0	147	0	1266	1755.21094739443	57723	4	0.00199179994097142	10	3034848743242132	0.777777777777778	0.245035944863472
EHBP1	5.35319637616435	0.000128	3	0	1e-06	0	1388.361183	7.99472096920035e-06	1388.36118326118	189.574462890625	0	4	0	42	1354.40716992825	631	1	6.42719586423733e-06	12	31521245389.3376	0	0.184181637471653
EHD1	4.33405639913232	0.000383	12.333333	8652.690587	1.7e-05	0	1739.275397	1.57561839832835e-05	1739.2753968254	394.181640625	0	40	0	710	1672.89183300948	16962	2	0.000107556691913818	10	8827851361067.92	0.444444444444444	0.230734332293098
EHD2	4.3914763302284	0.000383	15.333333	7555.476948	5.3e-05	0	1714.350036	1.58232295210446e-05	1714.35003607504	377.64892578125	0	49	0	532	1651.01824732682	17708	2	0.000332633905284152	11	84428651221666.2	0.444444444444444	0.227427704440837
EHD3	5.0843434987878	0.000255	5	47.731492	2e-06	0	1468.650866	1.35819572844896e-05	1468.65086580087	232.2646484375	0	12	0	102	1426.02630125985	2486	2	1.16246477734192e-05	11	103118673581.435	0.5	0.194832961767183
EHF	4.75692229169325	0.000128	5	0	3e-06	0	1574.27785	9.17386662986476e-06	1574.27784992785	291.7685546875	0	6	0	191	1524.18036480687	3160	1	2.10094204280212e-05	11	337358206826.726	0	0.208845562473856
EHHADH	4.85223937731275	0.00051	9.75	13948.24613	1e-06	0	1549.779401	1.65514168642109e-05	1549.7794011544	279.306396484375	1	43	0	254	1494.2394614353	4080	2	8.49089841520316e-06	12	55017847963.1715	0.625	0.205595569269635
EHMT1	3.98889881332142	0.000383	43.333333	36.808058	0.000154	0.666667	1903.660317	1.92956028038879e-05	1903.66031746032	504.857421875	3.50348956802821	133	0	1511	1817.64639646844	62614	3	0.00096581115725301	10	711840323580307	0.444444444444444	0.252541830387397
EHMT2	5.24588490493811	0.000128	3	0	0	0	1419.806421	8.03559905784796e-06	1419.80642135642	206.291015625	0	4	0	89	1382.11334890056	794	1	1.88558684558903e-06	11	2716598933.8724	0	0.188353199967708
EID1	4.96848283782059	0.000128	7	0	3e-06	0	1506.169877	9.66472688234488e-06	1506.16987734488	253.61376953125	0	8	0	143	1459.27998356361	2740	1	1.81894717268753e-05	11	252524324435.794	0	0.19981027823627
EID2	4.13181064182723	0.000255	39	523.741894	0.000135	0	1833.082143	1.38594131002443e-05	1833.08214285714	456.9248046875	0	80	0	1130	1754.77730768043	29824	2	0.000847648236647918	10	548284779272464	0.5	0.243178846226724
EID2B	4.22904172514993	0.000255	36.5	309.814522	4.1e-05	0	1791.392893	1.38638965215159e-05	1791.39289321789	429.79833984375	1	75	0	954	1714.4327308934	32762	2	0.00025397600121685	11	49235869375850.7	0.5	0.237648301037122
EID3	0.000893198928161286	0.000383	2.666667	6	0	0.333333	4	1.25659365500111e-06	4	3	0	11	0	5	3.57142857142857	31	2	3.23376221718709e-16	2	3.8738913640885	0.444444444444444	0.8
EIF1	4.34464718642338	0.000638	33.4	0	0.005101	1	1739.890873	2.30900901427824e-05	1739.89087301587	395.2548828125	3.38602941176471	172	0.068033073723357	687	1668.81388587036	86359	5	0.0319699885902924	10	779893412828342144	0	0.230815982092843
EIF1AX	3.97664922802093	0.001531	37.5	341.500776	0.01395	0.393939	1920.097222	2.79355137583369e-05	1920.09722222222	516.220703125	0	462	0.0473029878937698	1580	1823.24543558479	237346	11	0.0874237797235259	10	5831889785961253888	0.152777777777778	0.254722369623521
EIF1B	3.44289906852112	0.005615	34.477273	51329.064299	0.028978	0.091966	2260.490079	3.14367454404761e-05	2260.49007936508	756.3359375	3.19405594405594	1561	0.0585154944797631	3638	2105.90186049959	779704	18	0.181579660766141	9	25158464333207949312	0.734504132231405	0.299879288851802
EIF2AK1	4.91208370549955	0.000128	7	0	1.2e-05	0	1519.247294	9.62780402002879e-06	1519.21396103896	259.03515625	0	8	0	115	1476.0350166251	2466	1	7.74490113331288e-05	11	4577013753882.59	0	0.201540721814683
EIF2AK2	3.65190761771086	0.002425	16.736842	31803.004975	0.001732	0.02924	2099.711905	2.91762063639455e-05	2099.7119047619	641.8974609375	1	337	0.319328367152189	2829	1985.37540181691	163183	8	0.0108474612827589	10	89785839250046528	0.365650969529086	0.27855026595406
EIF2AK3	4.75028709965548	0.000255	8	122.334497	1.7e-05	0	1575.867893	1.41154499393811e-05	1575.86789321789	292.20556640625	0	18	0	220	1526.30933705813	3363	2	0.000106937640183886	11	8726011961360.72	0	0.209056499498272
EIF2AK4	4.14291182850581	0.000128	76	0	0.000135	0	1827.158333	1.0719950295303e-05	1827.15833333333	452.94921875	0	77	0	1096	1750.07527411605	28845	1	0.000842740879103441	10	541954022895095	0	0.242392986645429
EIF2B1	4.45361745565905	0.000766	7.833333	4977.761805	0.000661	0.133333	1696.733766	2.18806887325832e-05	1696.73376623377	368.16259765625	0	53	0	598	1627.98166346732	16721	3	0.00414277688303274	11	13095839147557820	0.611111111111111	0.225090709237698
EIF2B2	4.57955850452979	0.000255	18	0	0.001068	1	1643.430195	1.43866180283768e-05	1643.43019480519	334.38525390625	1	38	0	371	1583.21103371413	18425	2	0.00669597959645148	11	34212004398181216	0.5	0.21801939437586
EIF2B3	4.54115095061886	0.000383	13.666667	233.193217	0.001081	0.333333	1658.215512	1.71119619840926e-05	1658.21551226551	343.30126953125	1	44	0	386	1596.60130939335	19205	2	0.00677450950848951	11	35019181566414700	0.444444444444444	0.219980832086169
EIF2B4	5.24830930202884	0.000255	5	0	2.5e-05	1	1420.575072	1.35106629500395e-05	1420.57507215007	206.864501953125	0	12	0	52	1381.47489727942	1475	2	0.000158779368615894	12	19237054788874.4	0	0.188455170091567
